ëÅEEPROM
Saved flight state: 0
Saved baseline: 988.13
TIME,TEMPERATURE, PRESSURE, ALTITUDE, LATITUDE, LONGITUDE, ANGLE, GPS_ALTX, Y, Z, SWC, SWP, TURN, FLIGHT_STATE
1232287,24.00,990.01,1.54,34.7260284,86.6396484,0.0000000,204.80,118.0000,82.8750,130.0000,1,1,2,0
1233458,24.00,990.07,1.02,34.7260246,86.6396484,0.0000000,204.50,119.8750,85.9375,177.4375,1,1,2,0
1234535,24.00,990.08,0.94,34.7260246,86.6396484,0.0000000,204.50,120.6250,73.9375,-173.2500,1,1,2,0
1235613,24.00,989.99,1.70,34.7260246,86.6396484,0.0000000,204.50,109.7500,80.3750,168.5000,1,1,2,0
1236691,24.00,990.07,1.02,34.7260246,86.6396484,0.0000000,204.50,106.1875,77.1875,163.8125,1,1,2,0
1237769,24.00,990.00,1.62,34.7260246,86.6396484,0.0000000,204.50,103.8750,63.0625,167.0625,1,1,2,0
1238845,24.00,990.03,1.36,34.7260246,86.6396484,0.0000000,204.50,104.3125,62.8125,166.5625,1,1,2,0
1239923,24.00,989.98,1.79,34.7260246,86.6396484,0.0000000,204.50,100.1250,63.1250,164.2500,1,1,2,0
1241000,24.00,989.99,1.70,34.7260246,86.6396484,0.0000000,204.50,105.6250,64.3125,166.1875,1,1,2,0
1242078,24.00,990.03,1.36,34.7260246,86.6396484,0.0000000,204.50,145.6875,80.0625,-148.8125,1,1,2,0
1243157,24.10,990.04,1.28,34.7260246,86.6396484,0.0000000,204.50,152.0625,85.8750,176.1875,1,1,2,0
1244266,24.10,990.02,1.45,34.7260246,86.6396484,0.0000000,204.50,165.6250,83.0000,-150.0625,1,1,2,0
1245436,24.10,990.00,1.62,34.7260246,86.6396484,0.0000000,204.50,164.5625,84.3750,-179.4375,1,1,2,0
1246516,24.10,990.03,1.36,34.7260246,86.6396484,0.0000000,204.50,164.6875,82.0000,160.0000,1,1,2,0
1247593,24.10,990.03,1.36,34.7260246,86.6396484,0.0000000,204.50,178.7500,71.6875,148.5000,1,1,2,0
1248670,24.10,989.99,1.70,34.7260246,86.6396484,0.0000000,204.50,180.9375,72.1875,145.3125,1,1,2,0
1249748,24.10,990.04,1.28,34.7260246,86.6396484,0.0000000,204.50,183.3750,73.1875,145.0000,1,1,2,0
1250826,24.10,990.11,0.68,34.7260246,86.6396484,0.0000000,204.50,183.5000,73.2500,169.7500,1,1,2,0
1251903,24.10,990.07,1.02,34.7260246,86.6396484,0.0000000,204.50,190.7500,75.0000,179.0625,1,1,2,0
1252980,24.10,990.05,1.19,34.7260246,86.6396484,0.0000000,204.60,186.6250,74.3125,175.9375,1,1,2,0
1254057,24.10,989.99,1.70,34.7260246,86.6396484,0.0000000,204.60,188.1250,73.9375,-178.1875,1,1,2,0
1255146,24.10,989.99,1.70,34.7260246,86.6396484,0.0000000,204.60,190.4375,73.6875,-171.4375,1,1,2,0
1256330,24.20,989.98,1.79,34.7260246,86.6396484,0.0000000,204.60,195.4375,73.8125,-159.6875,1,1,2,0
1257414,24.20,989.98,1.79,34.7260246,86.6396484,0.0000000,204.60,196.5000,71.8125,-164.4375,1,1,2,0
1258492,24.20,989.96,1.96,34.7260246,86.6396484,0.0000000,204.60,179.1875,78.7500,174.8125,1,1,2,0
1259571,24.20,990.01,1.54,34.7260246,86.6396484,0.0000000,204.60,162.2500,78.1875,140.8125,1,1,2,0
1260648,24.20,989.94,2.13,34.7260246,86.6396484,0.0000000,204.60,131.3125,78.0625,73.2500,1,1,2,0
1261724,24.20,989.93,2.22,34.7260246,86.6396484,0.0000000,204.60,134.1250,86.5625,0.7500,1,1,2,0
1262799,24.20,990.03,1.36,34.7260246,86.6396484,0.0000000,204.60,141.6875,85.8750,-0.9375,1,1,2,0
1263877,24.20,990.09,0.85,34.7260246,86.6396484,0.0000000,204.60,146.8750,84.6875,0.4375,1,1,2,0
1264951,24.20,990.07,1.02,34.7260246,86.6396484,0.0000000,204.60,163.4375,84.0625,-3.4375,1,1,2,0
1266028,24.20,990.09,0.85,34.7260246,86.6396484,0.0000000,204.60,149.8125,83.8750,-2.8125,1,1,2,0
1267117,24.20,990.05,1.19,34.7260246,86.6396484,0.0000000,204.60,138.7500,84.0625,0.4375,1,1,2,0
1268287,24.20,990.04,1.28,34.7260246,86.6396484,0.0000000,204.60,156.3750,86.6250,2.0000,1,1,2,0
1269362,24.20,990.08,0.94,34.7260246,86.6396484,0.0000000,204.60,150.1250,86.0000,0.5625,1,1,2,0
1270437,24.30,990.05,1.19,34.7260246,86.6396484,0.0000000,204.60,143.9375,85.2500,2.4375,1,1,2,0
1271513,24.20,990.07,1.02,34.7260246,86.6396484,0.0000000,204.60,148.5625,83.0625,19.2500,1,1,2,0
1272589,24.30,990.04,1.28,34.7260246,86.6396484,0.0000000,204.60,150.5625,83.4375,1.6875,1,1,2,0
1273664,24.30,990.11,0.68,34.7260246,86.6396484,0.0000000,204.60,149.1875,82.6250,23.5625,1,1,2,0
1274741,24.30,990.06,1.11,34.7260246,86.6396484,0.0000000,204.60,149.1250,83.3750,3.1875,1,1,2,0
1275816,24.30,990.06,1.11,34.7260246,86.6396484,0.0000000,204.60,148.3125,82.0625,27.4375,1,1,2,0
1276893,24.30,989.97,1.88,34.7260246,86.6396484,0.0000000,204.60,149.8750,81.3750,26.0625,1,1,2,0
1277969,24.30,990.05,1.19,34.7260246,86.6396484,0.0000000,204.60,147.9375,79.5625,-6.2500,1,1,2,0
1279087,24.30,990.03,1.36,34.7260246,86.6396484,0.0000000,204.60,138.6875,84.4375,0.9375,1,1,2,0
1280195,24.30,989.99,1.70,34.7260246,86.6396484,0.0000000,204.60,138.8125,83.4375,-0.2500,1,1,2,0
1281270,24.30,990.06,1.11,34.7260246,86.6396484,0.0000000,204.60,140.0625,82.8125,7.5625,1,1,2,0
1282345,24.30,990.05,1.19,34.7260246,86.6396484,0.0000000,204.60,134.9375,85.0000,1.8750,1,1,2,0
1283421,24.30,990.06,1.11,34.7260246,86.6396484,0.0000000,204.60,132.0625,85.8750,1.6250,1,1,2,0
1284496,24.30,990.03,1.36,34.7260246,86.6396484,0.0000000,204.60,133.1250,84.4375,2.3750,1,1,2,0
1285572,24.30,990.04,1.28,34.7260246,86.6396484,0.0000000,204.60,132.8750,84.1875,0.8125,1,1,2,0
1286647,24.30,990.00,1.62,34.7260246,86.6396484,0.0000000,204.60,134.1875,84.1875,0.8750,1,1,2,0
1287723,24.40,990.06,1.11,34.7260246,86.6396484,0.0000000,204.60,137.8125,85.6875,0.6875,1,1,2,0
1288799,24.40,990.02,1.45,34.7260246,86.6396484,0.0000000,204.60,136.9375,83.8750,1.7500,1,1,2,0
1289874,24.40,990.00,1.62,34.7260246,86.6396484,0.0000000,204.60,130.2500,84.0000,0.9375,1,1,2,0
1290949,24.40,990.00,1.62,34.7260246,86.6396484,0.0000000,204.60,132.5000,84.7500,1.3750,1,1,2,0
1292093,24.40,990.04,1.28,34.7260246,86.6396484,0.0000000,204.60,136.5000,84.1250,1.5000,1,1,2,0
1293187,24.40,990.05,1.19,34.7260246,86.6396484,0.0000000,204.60,133.8125,85.5625,0.2500,1,1,2,0
1294261,24.40,990.01,1.54,34.7260246,86.6396484,0.0000000,204.60,135.5625,83.6250,0.8125,1,1,2,0
1295336,24.40,989.99,1.70,34.7260246,86.6396484,0.0000000,204.60,131.4375,86.0625,0.2500,1,1,2,0
1296411,24.40,989.99,1.70,34.7260246,86.6396484,0.0000000,204.60,113.8750,85.6875,0.3750,1,1,2,0
1297486,24.40,990.07,1.02,34.7260246,86.6396484,0.0000000,204.60,110.6250,85.2500,1.7500,1,1,2,0
1298563,24.40,990.00,1.62,34.7260246,86.6396484,0.0000000,204.60,117.1875,85.0000,1.1875,1,1,2,0
1299639,24.40,990.03,1.36,34.7260246,86.6396484,0.0000000,204.60,108.3750,85.3750,2.9375,1,1,2,0
1300713,24.40,990.06,1.11,34.7260246,86.6396484,0.0000000,204.60,121.5625,82.2500,12.1250,1,1,2,0
1301790,24.40,990.00,1.62,34.7260246,86.6396484,0.0000000,204.60,98.6875,61.3125,-142.5625,1,1,2,0
1302935,24.40,989.96,1.96,34.7260246,86.6396484,0.0000000,204.60,3.7500,66.5625,173.1250,1,1,2,0
1304056,24.40,989.95,2.05,34.7260246,86.6396484,0.0000000,204.60,26.1250,66.1250,-173.2500,1,1,2,0
1305134,24.50,989.96,1.96,34.7260246,86.6396484,0.0000000,204.60,22.1250,72.9375,-174.8125,1,1,2,0
1306212,24.50,990.00,1.62,34.7260246,86.6396484,0.0000000,204.60,43.3125,79.7500,-152.8125,1,1,2,0
1307289,24.50,989.97,1.88,34.7260246,86.6396484,0.0000000,204.60,67.5625,75.5000,-111.1250,1,1,2,0
1308367,24.50,990.01,1.54,34.7260246,86.6396484,0.0000000,204.60,71.8125,77.0000,-113.8750,1,1,2,0
1309445,24.50,990.02,1.45,34.7260246,86.6396484,0.0000000,204.60,67.1875,72.6250,-109.5000,1,1,2,0
1310522,24.50,989.98,1.79,34.7260246,86.6396484,0.0000000,204.60,78.7500,71.4375,-100.4375,1,1,2,0
1311599,24.50,989.97,1.88,34.7260208,86.6396484,0.0000000,204.60,86.7500,70.0000,-105.7500,1,1,2,0
1312677,24.50,989.97,1.88,34.7260208,86.6396484,0.0000000,204.60,64.0625,78.1875,-146.6875,1,1,2,0
1313755,24.50,989.98,1.79,34.7260208,86.6396484,0.0000000,204.60,41.8750,78.6250,-179.0000,1,1,2,0
1314896,24.50,990.00,1.62,34.7260208,86.6396484,0.0000000,204.60,48.1875,80.1875,-153.5000,1,1,2,0
1316018,24.50,989.97,1.88,34.7260208,86.6396484,0.0000000,204.60,98.5000,64.9375,-144.3750,1,1,2,0
1317095,24.50,990.05,1.19,34.7260208,86.6396484,0.0000000,204.60,110.1250,74.0625,-178.9375,1,1,2,0
1318173,24.60,989.98,1.79,34.7260208,86.6396484,0.0000000,204.60,130.1875,61.6250,6.3125,0,0,2,0
1319248,24.60,989.96,1.96,34.7260208,86.6396484,0.0000000,204.60,117.6250,50.6250,25.1250,1,0,2,0
1320326,24.60,989.91,2.39,34.7260208,86.6396484,0.0000000,204.60,130.9375,65.8125,12.8125,1,0,2,0
1321401,24.60,989.89,2.56,34.7260208,86.6396484,0.0000000,204.60,135.6250,78.4375,25.4375,1,0,2,0
1322478,24.60,989.89,2.56,34.7260208,86.6396484,0.0000000,204.60,137.8125,87.7500,-0.1250,1,0,2,0
1323553,24.60,989.91,2.39,34.7260208,86.6396484,0.0000000,204.60,137.1875,57.1875,4.3125,1,0,2,0
1324630,24.60,989.67,4.43,34.7260208,86.6396484,0.0000000,204.60,148.3750,53.7500,5.9375,1,0,2,0
Write EEPROM
1325761,24.60,989.08,9.46,34.7260208,86.6396484,0.0000000,204.60,156.2500,74.9375,75.3750,1,0,2,1
1325916,24.60,988.05,18.25,34.7260208,86.6396484,0.0000000,204.60,156.0625,63.4375,47.5625,1,0,2,1
1326193,24.60,987.80,20.38,34.7260208,86.6396484,0.0000000,204.60,138.0625,70.3125,101.7500,1,0,2,1
1326473,24.60,987.78,20.55,34.7260208,86.6396484,0.0000000,204.60,130.4375,61.6250,61.0625,1,0,2,1
1326807,24.60,987.62,21.92,34.7260169,86.6396484,0.0000000,204.70,76.3125,40.1250,51.3125,1,0,2,1
1327098,24.60,987.35,24.22,34.7260169,86.6396484,0.0000000,204.70,29.8125,31.0000,21.8125,1,0,2,1
1327375,24.60,987.21,25.42,34.7260169,86.6396484,0.0000000,204.70,330.5000,34.9375,-8.2500,1,0,2,1
1327653,24.60,987.05,26.79,34.7260169,86.6396484,0.0000000,204.70,200.3750,63.9375,-2.5625,1,0,2,1
1327934,24.60,986.79,29.01,34.7260017,86.6395797,0.0000000,206.60,78.5625,52.3125,25.3125,1,0,2,1
1328211,24.60,986.53,31.23,34.7260017,86.6395797,0.0000000,206.60,11.6875,47.4375,13.8750,1,0,2,1
1328488,24.60,986.33,32.94,34.7260017,86.6395797,0.0000000,206.60,307.9375,47.5000,14.1875,1,0,2,1
1328821,24.60,986.21,33.96,34.7259864,86.6395034,0.0000000,207.90,221.3125,37.4375,4.7500,1,0,2,1
1329103,24.60,985.92,36.44,34.7259864,86.6395034,0.0000000,207.90,124.5000,47.6875,-11.8750,1,0,2,1
1329382,24.70,985.68,38.50,34.7259864,86.6395034,0.0000000,207.90,37.6250,64.5000,-0.7500,1,0,2,1
1329658,24.60,985.52,39.86,34.7259864,86.6395034,0.0000000,207.90,322.3125,57.0625,27.8750,1,0,2,1
1329937,24.70,985.23,42.35,34.7259674,86.6394348,0.0000000,210.20,270.6875,42.5625,26.8125,1,0,2,1
1330214,24.70,985.03,44.05,34.7259674,86.6394348,0.0000000,210.20,239.5625,35.1250,20.1250,1,0,2,1
1330492,24.70,984.77,46.28,34.7259674,86.6394348,0.0000000,210.20,215.2500,35.0000,9.8750,1,0,2,1
1330827,24.70,984.63,47.48,34.7259330,86.6394042,0.0000000,211.00,179.3750,34.5625,-8.7500,1,0,2,1
1331103,24.70,984.46,48.93,34.7259330,86.6394042,0.0000000,211.00,130.1875,45.0000,-21.1250,1,0,2,1
1331383,24.70,984.29,50.39,34.7259330,86.6394042,0.0000000,211.00,43.4375,64.8125,0.7500,1,0,2,1
1331658,24.70,984.15,51.59,34.7259330,86.6394042,0.0000000,211.00,311.1875,48.5625,31.6875,1,0,2,1
1331935,24.70,983.88,53.90,34.7259063,86.6393737,0.0000000,213.10,265.9375,42.0000,16.6875,1,0,2,1
1332212,24.70,983.70,55.44,34.7259063,86.6393737,0.0000000,213.10,234.4375,42.8750,10.3125,1,0,2,1
1332490,24.70,983.47,57.41,34.7259063,86.6393737,0.0000000,213.10,195.1250,47.8750,8.0000,1,0,2,1
1332808,24.70,983.28,59.04,34.7258872,86.6393585,0.0000000,214.20,118.5000,45.6875,7.3750,1,0,2,1
1333085,24.70,983.08,60.75,34.7258872,86.6393585,0.0000000,214.20,34.0625,37.6875,1.0000,1,0,2,1
1333360,24.70,982.96,61.78,34.7258872,86.6393585,0.0000000,214.20,332.5625,46.3750,-16.0625,1,0,2,1
1333639,24.70,982.74,63.67,34.7258872,86.6393585,0.0000000,214.20,285.3125,60.5625,-31.0625,1,0,2,1
1333918,24.70,982.63,64.61,34.7259025,86.6393203,0.0000000,220.40,236.3125,71.1875,-8.2500,1,0,2,1
1334195,24.70,982.42,66.41,34.7259025,86.6393203,0.0000000,220.40,195.1875,71.7500,32.3750,1,0,2,1
1334472,24.70,982.28,67.61,34.7259025,86.6393203,0.0000000,220.40,165.3750,61.9375,45.1875,1,0,2,1
1334797,24.70,982.21,68.21,34.7258949,86.6392745,0.0000000,223.00,144.7500,55.6250,45.4375,1,0,2,1
1335073,24.70,982.12,68.98,34.7258949,86.6392745,0.0000000,223.00,151.0000,57.7500,43.1875,1,0,2,1
1335351,24.70,981.99,70.10,34.7258949,86.6392745,0.0000000,223.00,176.0625,66.1875,25.0625,1,0,2,1
1335628,24.70,981.96,70.35,34.7258949,86.6392745,0.0000000,223.00,200.9375,66.6875,0.0625,1,0,2,1
1335905,24.70,981.84,71.38,34.7258834,86.6391906,0.0000000,225.00,200.8750,64.3750,1.9375,1,0,2,1
1336181,24.70,981.65,73.01,34.7258834,86.6391906,0.0000000,225.00,190.4375,60.6875,4.3125,1,0,2,1
1336459,24.70,981.53,74.04,34.7258834,86.6391906,0.0000000,225.00,176.8125,60.8125,10.1875,1,0,2,1
1336781,24.70,981.30,76.02,34.7258644,86.6390914,0.0000000,227.30,165.4375,56.6875,13.0625,1,0,2,1
1337059,24.70,981.10,77.73,34.7258644,86.6390914,0.0000000,227.30,161.6250,56.5000,13.2500,1,0,2,1
1337336,24.70,980.85,79.88,34.7258644,86.6390914,0.0000000,227.30,152.5000,53.8750,11.1250,1,0,2,1
1337615,24.70,980.66,81.51,34.7258644,86.6390914,0.0000000,227.30,130.6875,50.1875,14.0625,1,0,2,1
1337893,24.70,980.45,83.31,34.7258453,86.6390151,0.0000000,230.30,96.8750,47.6875,14.4375,1,0,2,1
1338169,24.70,980.15,85.89,34.7258453,86.6390151,0.0000000,230.30,54.7500,51.5625,9.2500,1,0,2,1
1338444,24.70,979.95,87.61,34.7258453,86.6390151,0.0000000,230.30,13.8125,44.3125,7.0625,1,0,2,1
1338779,24.70,979.73,89.50,34.7258338,86.6389312,0.0000000,230.30,325.9375,51.8125,5.7500,1,0,2,1
1339060,24.70,979.44,91.99,34.7258338,86.6389312,0.0000000,230.30,289.9375,49.3125,8.6875,1,0,2,1
1339336,24.70,979.35,92.76,34.7258338,86.6389312,0.0000000,230.30,256.4375,50.5000,5.8750,1,0,2,1
1339613,24.70,979.06,95.26,34.7258338,86.6389312,0.0000000,230.30,217.0625,53.3125,14.0625,1,0,2,1
1339890,24.70,978.82,97.32,34.7258224,86.6388702,0.0000000,232.00,172.0625,48.9375,15.3125,1,0,2,1
1340168,24.70,978.63,98.96,34.7258224,86.6388702,0.0000000,232.00,115.5625,40.3125,14.9375,1,0,2,1
1340445,24.70,978.45,100.50,34.7258224,86.6388702,0.0000000,232.00,45.2500,34.8750,-0.3750,1,0,2,1
1340767,24.70,978.24,102.31,34.7258110,86.6388168,0.0000000,232.00,335.8125,49.1250,-23.2500,1,0,2,1
1341046,24.70,977.95,104.81,34.7258110,86.6388168,0.0000000,232.00,281.8125,68.3125,-22.3750,1,0,2,1
1341326,24.70,977.82,105.93,34.7258110,86.6388168,0.0000000,232.00,219.2500,65.5625,36.1250,1,0,2,1
1341663,24.70,977.57,108.08,34.7258110,86.6388168,0.0000000,232.00,173.1250,50.6250,45.1875,1,0,2,1
1341992,24.70,977.30,110.40,34.7258071,86.6387863,0.0000000,233.60,154.8125,43.5000,30.5000,1,0,2,1
1342271,24.70,977.12,111.95,34.7258071,86.6387863,0.0000000,233.60,144.4375,44.1875,22.6250,1,0,2,1
1342550,24.70,976.95,113.42,34.7258071,86.6387863,0.0000000,233.60,143.0000,42.2500,12.6250,1,0,2,1
1342827,24.70,976.71,115.48,34.7258071,86.6387176,0.0000000,236.10,133.1250,42.9375,4.8125,1,0,2,1
1343105,24.70,976.50,117.29,34.7258071,86.6387176,0.0000000,236.10,112.6875,48.0625,-3.1875,1,0,2,1
1343384,24.70,976.30,119.02,34.7258071,86.6387176,0.0000000,236.10,60.8125,51.1250,-4.3750,1,0,2,1
1343720,24.70,976.21,119.79,34.7258071,86.6387176,0.0000000,236.10,323.9375,46.2500,21.0625,1,0,2,1
1344041,24.70,975.80,123.33,34.7258033,86.6386718,0.0000000,238.20,269.5000,44.1250,6.0625,1,0,2,1
1344319,24.70,975.58,125.22,34.7258033,86.6386718,0.0000000,238.20,241.5000,45.4375,-1.3125,1,0,2,1
1344613,24.70,975.39,126.86,34.7258033,86.6386718,0.0000000,238.20,195.3750,55.5625,-3.3125,1,0,2,1
1344951,24.70,975.21,128.41,34.7258110,86.6386260,0.0000000,242.10,93.6875,47.5625,23.2500,1,0,2,1
1345228,24.70,975.00,130.22,34.7258110,86.6386260,0.0000000,242.10,19.3125,33.3750,9.5000,1,0,2,1
1345505,24.70,974.77,132.21,34.7258110,86.6386260,0.0000000,242.10,340.5625,33.6875,-10.2500,1,0,2,1
1345783,24.70,974.51,134.45,34.7258224,86.6385421,0.0000000,246.50,313.5625,43.0000,-28.5625,1,0,2,1
1346063,24.70,974.34,135.92,34.7258224,86.6385421,0.0000000,246.50,272.6250,60.6250,-34.1875,1,0,2,1
1346342,24.70,974.13,137.73,34.7258224,86.6385421,0.0000000,246.50,226.3125,76.9375,-0.8750,1,0,2,1
1346668,24.70,973.95,139.29,34.7258224,86.6385421,0.0000000,246.50,175.1875,69.5000,49.1875,1,0,2,1
1347010,24.70,973.71,141.36,34.7258415,86.6384735,0.0000000,249.60,125.2500,48.5625,40.5625,1,0,2,1
1347289,24.70,973.52,143.00,34.7258415,86.6384735,0.0000000,249.60,96.1875,37.8750,32.3750,1,0,2,1
1347599,24.70,973.32,144.73,34.7258415,86.6384735,0.0000000,249.60,66.5625,31.5000,22.1875,1,0,2,1
1347970,24.70,973.06,146.97,34.7258491,86.6383819,0.0000000,248.90,21.1875,27.0000,5.5625,1,0,2,1
1348246,24.80,972.74,149.74,34.7258491,86.6383819,0.0000000,248.90,331.0625,34.5000,-17.2500,1,0,2,1
1348526,24.80,972.60,150.95,34.7258491,86.6383819,0.0000000,248.90,255.3125,57.8750,-27.9375,1,0,2,1
1348806,24.70,972.49,151.90,34.7258529,86.6382522,0.0000000,252.50,159.6250,63.7500,35.5625,1,0,2,1
1349085,24.70,972.30,153.54,34.7258529,86.6382522,0.0000000,252.50,100.1250,47.5625,37.5000,1,0,2,1
1349363,24.70,972.04,155.79,34.7258529,86.6382522,0.0000000,252.50,65.3125,37.3750,29.2500,1,0,2,1
1349702,24.70,971.87,157.26,34.7258644,86.6381149,0.0000000,255.60,31.5000,32.9375,18.2500,1,0,2,1
1349984,24.70,971.55,160.03,34.7258644,86.6381149,0.0000000,255.60,2.0000,30.3750,4.1875,1,0,2,1
1350259,24.70,971.35,161.76,34.7258644,86.6381149,0.0000000,255.60,324.6875,32.8750,-12.5000,1,0,2,1
1350543,24.70,971.25,162.63,34.7258644,86.6381149,0.0000000,255.60,267.2500,52.1250,-28.3750,1,0,2,1
1350890,24.80,971.08,164.10,34.7258796,86.6380081,0.0000000,259.70,149.2500,57.8125,46.3125,1,0,2,1
1351169,24.70,970.86,166.00,34.7258796,86.6380081,0.0000000,259.70,88.3125,32.8125,34.6250,1,0,2,1
1351446,24.70,970.65,167.82,34.7258796,86.6380081,0.0000000,259.70,67.0000,22.6250,16.6250,1,0,2,1
1351737,24.70,970.51,169.03,34.7258949,86.6378936,0.0000000,258.60,59.6250,19.6250,4.2500,1,0,2,1
1352012,24.80,970.36,170.33,34.7258949,86.6378936,0.0000000,258.60,57.5000,26.2500,-2.2500,1,0,2,1
1352291,24.70,970.28,171.02,34.7258949,86.6378936,0.0000000,258.60,42.2500,26.9375,-16.8750,1,0,2,1
1352605,24.80,970.14,172.24,34.7258949,86.6378936,0.0000000,258.60,344.8750,51.7500,-38.5625,1,0,2,1
1352967,24.70,970.10,172.58,34.7259140,86.6377792,0.0000000,261.50,209.0000,54.4375,38.0625,1,0,2,1
1353244,24.80,969.82,175.01,34.7259140,86.6377792,0.0000000,261.50,168.0625,46.6250,20.3125,1,0,2,1
1353565,24.70,969.60,176.92,34.7259140,86.6377792,0.0000000,261.50,148.0625,44.5000,15.8125,1,0,2,1
1353934,24.70,969.33,179.25,34.7259254,86.6376647,0.0000000,261.80,124.4375,42.5000,11.3750,1,0,2,1
1354213,24.80,969.11,181.16,34.7259254,86.6376647,0.0000000,261.80,101.0000,41.6875,4.0000,1,0,2,1
1354490,24.80,968.93,182.72,34.7259254,86.6376647,0.0000000,261.80,65.9375,42.6250,-4.7500,1,0,2,1
1354767,24.80,968.85,183.42,34.7258911,86.6375656,0.0000000,264.40,7.5000,55.5000,-8.4375,1,0,2,1
1355043,24.80,968.72,184.54,34.7258911,86.6375656,0.0000000,264.40,292.6250,56.5625,22.1875,1,0,2,1
1355323,24.80,968.47,186.71,34.7258911,86.6375656,0.0000000,264.40,239.3125,44.6875,24.6875,1,0,2,1
1355663,24.80,968.36,187.66,34.7258720,86.6375198,0.0000000,266.90,204.3750,36.8125,12.9375,1,0,2,1
1355945,24.80,968.04,190.44,34.7258720,86.6375198,0.0000000,266.90,181.3750,38.0000,0.1875,1,0,2,1
1356223,24.80,967.96,191.14,34.7258720,86.6375198,0.0000000,266.90,149.0000,45.1875,-16.2500,1,0,2,1
1356502,24.80,967.82,192.35,34.7258720,86.6375198,0.0000000,266.90,80.8750,63.1250,-5.3125,1,0,2,1
1356781,24.80,967.69,193.48,34.7258567,86.6374664,0.0000000,270.70,345.8750,43.3125,30.5000,1,0,2,1
1357061,24.80,967.51,195.04,34.7258567,86.6374664,0.0000000,270.70,305.0625,34.6875,13.0000,1,0,2,1
1357338,24.80,967.33,196.60,34.7258567,86.6374664,0.0000000,270.70,296.6875,30.7500,0.6250,1,0,2,1
1357648,24.70,967.02,199.30,34.7258567,86.6374359,0.0000000,274.30,289.2500,38.4375,-1.8125,1,0,2,1
1357927,24.80,966.92,200.17,34.7258567,86.6374359,0.0000000,274.30,277.1250,41.1250,-4.9375,1,0,2,1
1358206,24.80,966.67,202.34,34.7258567,86.6374359,0.0000000,274.30,253.6875,48.0000,-14.3750,1,0,2,1
1358486,24.80,966.57,203.21,34.7258567,86.6374359,0.0000000,274.30,197.6875,61.1875,-10.5625,1,0,2,1
1358766,24.80,966.39,204.77,34.7258834,86.6374053,0.0000000,273.40,103.8750,48.7500,30.7500,1,0,2,1
1359045,24.80,966.17,206.68,34.7258834,86.6374053,0.0000000,273.40,42.1250,37.8750,18.8750,1,0,2,1
1359322,24.80,965.97,208.42,34.7258834,86.6374053,0.0000000,273.40,9.3750,36.8125,0.6250,1,0,2,1
1359651,24.80,965.80,209.90,34.7259254,86.6373367,0.0000000,277.80,326.5625,42.6875,-10.9375,1,0,2,1
1359931,24.80,965.59,211.72,34.7259254,86.6373367,0.0000000,277.80,272.0625,56.8750,-13.3125,1,0,2,1
1360210,24.80,965.49,212.59,34.7259254,86.6373367,0.0000000,277.80,179.4375,52.0000,23.6875,1,0,2,1
1360489,24.80,965.21,215.03,34.7259254,86.6373367,0.0000000,277.80,114.2500,37.9375,18.5625,1,0,2,1
1360770,24.80,964.96,217.20,34.7259597,86.6372756,0.0000000,276.90,75.8125,33.1875,1.8750,1,0,2,1
1361046,24.80,964.75,219.03,34.7259597,86.6372756,0.0000000,276.90,42.9375,38.5625,-10.6875,1,0,2,1
1361325,24.80,964.56,220.68,34.7259597,86.6372756,0.0000000,276.90,9.1250,47.9375,-29.6875,1,0,2,1
1361626,24.80,964.38,222.25,34.7259750,86.6371917,0.0000000,280.20,304.2500,70.0625,-14.9375,1,0,2,1
1361904,24.80,964.27,223.21,34.7259750,86.6371917,0.0000000,280.20,233.5625,62.0625,48.3125,1,0,2,1
1362183,24.80,964.02,225.38,34.7259750,86.6371917,0.0000000,280.20,189.0000,46.5625,45.6250,1,0,2,1
1362502,24.80,963.92,226.25,34.7259750,86.6371917,0.0000000,280.20,164.3750,39.9375,37.7500,1,0,2,1
1362854,24.80,963.65,228.60,34.7259902,86.6371383,0.0000000,280.50,154.4375,38.9375,30.0625,1,0,2,1
1363134,24.80,963.49,230.00,34.7259902,86.6371383,0.0000000,280.50,146.8750,39.2500,26.0000,1,0,2,1
1363412,24.80,963.27,231.92,34.7259902,86.6371383,0.0000000,280.50,142.2500,39.3125,19.7500,1,0,2,1
1363696,24.80,963.01,234.18,34.7259597,86.6370925,0.0000000,284.60,139.1875,41.1250,15.6250,1,0,2,1
1363974,24.80,962.86,235.49,34.7259597,86.6370925,0.0000000,284.60,133.9375,39.6875,12.4375,1,0,2,1
1364252,24.80,962.65,237.32,34.7259597,86.6370925,0.0000000,284.60,123.5000,40.9375,10.8750,1,0,2,1
1364586,24.80,962.44,239.15,34.7259483,86.6370468,0.0000000,286.90,106.3750,44.0000,7.4375,1,0,2,1
1364900,24.80,962.15,241.68,34.7259483,86.6370468,0.0000000,286.90,77.0625,44.0625,-2.6875,1,0,2,1
1365177,24.80,961.92,243.68,34.7259483,86.6370468,0.0000000,286.90,36.1250,47.8125,-3.8125,1,0,2,1
1365454,24.80,961.71,245.51,34.7259483,86.6370468,0.0000000,286.90,350.1875,51.8750,-4.1875,1,0,2,1
1365733,24.80,961.45,247.78,34.7259368,86.6369781,0.0000000,290.30,303.0000,58.9375,-2.3750,1,0,2,1
1366011,24.80,961.18,250.14,34.7259368,86.6369781,0.0000000,290.30,255.7500,64.0000,14.2500,1,0,2,1
